Antecedente;Valor;Consequente;Valor;Conf;Lift;Lev;Conv
retirada-bt ;1983;reclamacao verif-instalacao-bt ;41;0,02;4,65;0;1,02
verif-instalacao-bt ;61563;afericao-bt determ-judicial ;41;0;20,08;0;1
verif-instalacao-bt ;61563;reclamacao retirada-bt ;41;0;32,42;0;1
verif-instalacao-bt afericao-bt ;2419;determ-judicial ;41;0,02;108,08;0;1,02
verif-instalacao-bt determ-judicial ;276;afericao-bt ;41;0,15;25,63;0;1,16
verif-instalacao-bt retirada-bt ;187;reclamacao ;41;0,22;4,95;0;1,22
acompanhamento-bt ;3497;solicitacaoouvidoria alterar-carga-bt ;40;0,01;264,67;0;1,01
afericao-bt ;27085;negativacao alterar-carga-bt ;40;0;1,89;0;1
afericao-bt alterar-carga-bt ;145;negativacao ;40;0,28;1,41;0;1,1
alterar-carga-bt ;13586;negativacao afericao-bt ;40;0;1,2;0;1
alterar-carga-bt ;13586;solicitacaoouvidoria acompanhamento-bt ;40;0;237,26;0;1
alterar-carga-bt acompanhamento-bt ;2072;solicitacaoouvidoria ;40;0,02;6,52;0;1,02
arrecad--tesouraria ;1118;religacao-bt fiscalizacao-bt ;40;0,04;5,96;0;1,03
fiscalizacao-bt ;64097;religacao-bt arrecad--tesouraria ;40;0;6,31;0;1
fiscalizacao-bt ;64097;vistoria-bt ligacao-nova-bt ;40;0;5,57;0;1
fiscalizacao-bt arrecad--tesouraria ;54;religacao-bt ;40;0,74;9,03;0;3,3
fiscalizacao-bt ligacao-nova-bt ;47;vistoria-bt ;40;0,85;298,7;0;5,86
fiscalizacao-bt vistoria-bt ;1430;ligacao-nova-bt ;40;0,03;149,59;0;1,03
ligacao-nova-bt ;874;fiscalizacao-bt vistoria-bt ;40;0,05;149,59;0;1,05
negativacao ;913226;afericao-bt alterar-carga-bt ;40;0;1,41;0;1
negativacao afericao-bt ;11442;alterar-carga-bt ;40;0;1,2;0;1
negativacao alterar-carga-bt ;3649;afericao-bt ;40;0,01;1,89;0;1
processo ;79963;ren retirada-bt ;40;0;5,01;0;1
processo retirada-bt ;139;ren ;40;0,29;4,38;0;1,3
religacao-bt ;383478;fiscalizacao-bt arrecad--tesouraria ;40;0;9,03;0;1
religacao-bt arrecad--tesouraria ;462;fiscalizacao-bt ;40;0,09;6,31;0;1,08
religacao-bt fiscalizacao-bt ;28078;arrecad--tesouraria ;40;0;5,96;0;1
ren ;306902;processo retirada-bt ;40;0;4,38;0;1
ren processo ;11224;retirada-bt ;40;0;8,4;0;1
ren retirada-bt ;467;processo ;40;0,09;5,01;0;1,07
retirada-bt ;1983;ren processo ;40;0,02;8,4;0;1,02
solicitacaoouvidoria ;13841;alterar-carga-bt acompanhamento-bt ;40;0;6,52;0;1
solicitacaoouvidoria acompanhamento-bt ;58;alterar-carga-bt ;40;0,69;237,26;0;3,04
solicitacaoouvidoria alterar-carga-bt ;202;acompanhamento-bt ;40;0,2;264,67;0;1,24
vistoria-bt ;13317;fiscalizacao-bt ligacao-nova-bt ;40;0;298,7;0;1
vistoria-bt ligacao-nova-bt ;524;fiscalizacao-bt ;40;0,08;5,57;0;1,07
acompanhamento-bt ;3497;negativacao verif-instalacao-bt ;39;0,01;2,69;0;1,01
arrecad--tesouraria ;1118;negativacao substituicao-bt ;39;0,03;17,78;0;1,03
arrecad--tesouraria ;1118;religacao-bt substituicao-bt ;39;0,03;35,28;0;1,03
dados-do-atendimento ;1989;negativacao modifmanut-medic-bt ;39;0,02;5,84;0;1,02
determ-judicial ;733;solicitacaoouvidoria ;39;0,05;17,97;0;1,05
fiscalizacao-bt ;64097;modifmanut-medic-bt solicitacaoouvidoria ;39;0;3,15;0;1
fiscalizacao-bt modifmanut-medic-bt ;1333;solicitacaoouvidoria ;39;0,03;9,88;0;1,03
fiscalizacao-bt solicitacaoouvidoria ;555;modifmanut-medic-bt ;39;0,07;6,65;0;1,06
modifmanut-medic-bt ;49414;fiscalizacao-bt solicitacaoouvidoria ;39;0;6,65;0;1
modifmanut-medic-bt ;49414;negativacao dados-do-atendimento ;39;0;4,15;0;1
modifmanut-medic-bt ;49414;negativacao veriftensao-fornec ;39;0;3,61;0;1
modifmanut-medic-bt dados-do-atendimento ;95;negativacao ;39;0,41;2,1;0;1,34
modifmanut-medic-bt solicitacaoouvidoria ;902;fiscalizacao-bt ;39;0,04;3,15;0;1,03
modifmanut-medic-bt veriftensao-fornec ;147;negativacao ;39;0,27;1,36;0;1,09
negativacao ;913226;modifmanut-medic-bt dados-do-atendimento ;39;0;2,1;0;1
negativacao ;913226;modifmanut-medic-bt veriftensao-fornec ;39;0;1,36;0;1
negativacao ;913226;processo veriftensao-fornec ;39;0;1,37;0;1
negativacao ;913226;substituicao-bt arrecad--tesouraria ;39;0;2,7;0;1
negativacao ;913226;verif-instalacao-bt acompanhamento-bt ;39;0;1,46;0;1
negativacao acompanhamento-bt ;837;verif-instalacao-bt ;39;0,05;3,54;0;1,03
negativacao arrecad--tesouraria ;600;substituicao-bt ;39;0,07;11,89;0;1,06
negativacao dados-do-atendimento ;888;modifmanut-medic-bt ;39;0,04;4,15;0;1,03
negativacao modifmanut-medic-bt ;15703;dados-do-atendimento ;39;0;5,84;0;1
negativacao modifmanut-medic-bt ;15703;veriftensao-fornec ;39;0;3,32;0;1
negativacao processo ;26936;veriftensao-fornec ;39;0;1,94;0;1
negativacao substituicao-bt ;9169;arrecad--tesouraria ;39;0;17,78;0;1
negativacao verif-instalacao-bt ;19365;acompanhamento-bt ;39;0;2,69;0;1
negativacao veriftensao-fornec ;1022;modifmanut-medic-bt ;39;0,04;3,61;0;1,03
negativacao veriftensao-fornec ;1022;processo ;39;0,04;2,23;0;1,02
processo ;79963;negativacao veriftensao-fornec ;39;0;2,23;0;1
processo veriftensao-fornec ;146;negativacao ;39;0,27;1,37;0;1,09
religacao-bt ;383478;substituicao-bt arrecad--tesouraria ;39;0;6,42;0;1
religacao-bt arrecad--tesouraria ;462;substituicao-bt ;39;0,08;15,45;0;1,08
religacao-bt substituicao-bt ;4622;arrecad--tesouraria ;39;0,01;35,28;0;1,01
ren ;306902;verif-instalacao-bt retificacao-nome-end ;39;0;1,89;0;1
ren retificacao-nome-end ;439;verif-instalacao-bt ;39;0,09;6,74;0;1,08
ren verif-instalacao-bt ;10484;retificacao-nome-end ;39;0;2,62;0;1
retificacao-nome-end ;6637;ren verif-instalacao-bt ;39;0,01;2,62;0;1
solicitacaoouvidoria ;13841;determ-judicial ;39;0;17,97;0;1
solicitacaoouvidoria ;13841;fiscalizacao-bt modifmanut-medic-bt ;39;0;9,88;0;1
substituicao-bt ;25541;negativacao arrecad--tesouraria ;39;0;11,89;0;1
substituicao-bt ;25541;religacao-bt arrecad--tesouraria ;39;0;15,45;0;1
substituicao-bt arrecad--tesouraria ;74;negativacao ;39;0,53;2,7;0;1,65
substituicao-bt arrecad--tesouraria ;74;religacao-bt ;39;0,53;6,42;0;1,89
verif-instalacao-bt ;61563;negativacao acompanhamento-bt ;39;0;3,54;0;1
verif-instalacao-bt ;61563;ren retificacao-nome-end ;39;0;6,74;0;1
verif-instalacao-bt acompanhamento-bt ;137;negativacao ;39;0,28;1,46;0;1,11
verif-instalacao-bt retificacao-nome-end ;314;ren ;39;0,12;1,89;0;1,06
veriftensao-fornec ;3497;negativacao modifmanut-medic-bt ;39;0,01;3,32;0;1,01
veriftensao-fornec ;3497;negativacao processo ;39;0,01;1,94;0;1,01
acompanhamento-bt ;3497;reclamacao solicitacaoouvidoria ;38;0,01;7,38;0;1,01
acompanhamento-bt ;3497;substituicao-bt alterar-carga-bt ;38;0,01;210,74;0;1,01
alterar-carga-bt ;13586;substituicao-bt acompanhamento-bt ;38;0;201,12;0;1
alterar-carga-bt acompanhamento-bt ;2072;substituicao-bt ;38;0,02;3,36;0;1,01
corte-bt ;489093;sugestoes ;38;0;2,1;0;1
dados-do-atendimento ;1989;reclamacao fiscalizacao-bt ;38;0,02;13,47;0;1,02
fiscalizacao-bt ;64097;reclamacao dados-do-atendimento ;38;0;3,17;0;1
fiscalizacao-bt dados-do-atendimento ;79;reclamacao ;38;0,48;10,86;0;1,8
reclamacao ;207044;fiscalizacao-bt dados-do-atendimento ;38;0;10,86;0;1
reclamacao ;207044;solicitacaoouvidoria acompanhamento-bt ;38;0;14,79;0;1
reclamacao acompanhamento-bt ;641;solicitacaoouvidoria ;38;0,06;20,02;0;1,06
reclamacao dados-do-atendimento ;875;fiscalizacao-bt ;38;0,04;3,17;0;1,03
reclamacao fiscalizacao-bt ;6627;dados-do-atendimento ;38;0,01;13,47;0;1,01
reclamacao solicitacaoouvidoria ;6878;acompanhamento-bt ;38;0,01;7,38;0;1
solicitacaoouvidoria ;13841;reclamacao acompanhamento-bt ;38;0;20,02;0;1
solicitacaoouvidoria acompanhamento-bt ;58;reclamacao ;38;0,66;14,79;0;2,64
substituicao-bt ;25541;alterar-carga-bt acompanhamento-bt ;38;0;3,36;0;1
substituicao-bt ;25541;verif-instalacao-bt vistoria-bt ;38;0;14,28;0;1
substituicao-bt acompanhamento-bt ;65;alterar-carga-bt ;38;0,58;201,12;0;2,31
substituicao-bt alterar-carga-bt ;241;acompanhamento-bt ;38;0,16;210,74;0;1,18
substituicao-bt vistoria-bt ;182;verif-instalacao-bt ;38;0,21;15,85;0;1,24
sugestoes ;173;corte-bt ;38;0,22;2,1;0;1,14
verif-instalacao-bt ;61563;substituicao-bt vistoria-bt ;38;0;15,85;0;1
verif-instalacao-bt substituicao-bt ;5846;vistoria-bt ;38;0,01;2,28;0;1
verif-instalacao-bt vistoria-bt ;487;substituicao-bt ;38;0,08;14,28;0;1,08
vistoria-bt ;13317;verif-instalacao-bt substituicao-bt ;38;0;2,28;0;1
alterar-carga-bt ;13586;religacao-bt solicitacaoouvidoria ;37;0;3,44;0;1
fiscalizacao-bt ;64097;substituicao-bt vistoria-bt ;37;0;14,82;0;1
fiscalizacao-bt substituicao-bt ;668;vistoria-bt ;37;0,06;19,44;0;1,05
fiscalizacao-bt vistoria-bt ;1430;substituicao-bt ;37;0,03;4,73;0;1,02
negativacao ;913226;solicitacaoouvidoria retificacao-nome-end ;37;0;1,69;0;1
negativacao retificacao-nome-end ;2243;solicitacaoouvidoria ;37;0,02;5,57;0;1,01
negativacao solicitacaoouvidoria ;4980;retificacao-nome-end ;37;0,01;5,23;0;1,01
religacao-bt ;383478;solicitacaoouvidoria alterar-carga-bt ;37;0;2,23;0;1
religacao-bt ;383478;sugestoes ;37;0;2,61;0;1
religacao-bt ;383478;toi substituicao-bt ;37;0;3,13;0;1
religacao-bt alterar-carga-bt ;1387;solicitacaoouvidoria ;37;0,03;9,01;0;1,02
religacao-bt solicitacaoouvidoria ;3697;alterar-carga-bt ;37;0,01;3,44;0;1,01
religacao-bt substituicao-bt ;4622;toi ;37;0,01;1,08;0;1
religacao-bt toi ;3912;substituicao-bt ;37;0,01;1,73;0;1
retificacao-nome-end ;6637;negativacao solicitacaoouvidoria ;37;0,01;5,23;0;1
solicitacaoouvidoria ;13841;negativacao retificacao-nome-end ;37;0;5,57;0;1
solicitacaoouvidoria ;13841;religacao-bt alterar-carga-bt ;37;0;9,01;0;1
solicitacaoouvidoria alterar-carga-bt ;202;religacao-bt ;37;0,18;2,23;0;1,12
solicitacaoouvidoria retificacao-nome-end ;112;negativacao ;37;0,33;1,69;0;1,19
substituicao-bt ;25541;fiscalizacao-bt vistoria-bt ;37;0;4,73;0;1
substituicao-bt ;25541;religacao-bt toi ;37;0;1,73;0;1
substituicao-bt vistoria-bt ;182;fiscalizacao-bt ;37;0,2;14,82;0;1,23
sugestoes ;173;religacao-bt ;37;0,21;2,61;0;1,16
toi ;34778;religacao-bt substituicao-bt ;37;0;1,08;0;1
toi substituicao-bt ;144;religacao-bt ;37;0,26;3,13;0;1,22
vistoria-bt ;13317;fiscalizacao-bt substituicao-bt ;37;0;19,44;0;1
afericao-bt ;27085;religacao-bt vistoria-bt ;36;0;4,78;0;1
afericao-bt vistoria-bt ;144;religacao-bt ;36;0,25;3,05;0;1,21
alterar-carga-bt ;13586;verif-instalacao-bt solicitacaoouvidoria ;36;0;8,21;0;1
corte-bt ;489093;religacao-bt sugestoes ;36;0;9,3;0;1
corte-bt religacao-bt ;308806;sugestoes ;36;0;3,15;0;1
corte-bt sugestoes ;38;religacao-bt ;36;0,95;11,55;0;11,63
modifmanut-medic-bt ;49414;verif-instalacao-bt vistoria-bt ;36;0;6,99;0;1
modifmanut-medic-bt vistoria-bt ;672;verif-instalacao-bt ;36;0,05;4,07;0;1,04
negativacao ;913226;substituicao-bt retificacao-nome-end ;36;0;2,27;0;1
negativacao retificacao-nome-end ;2243;substituicao-bt ;36;0,02;2,94;0;1,01
negativacao substituicao-bt ;9169;retificacao-nome-end ;36;0;2,76;0;1
reclamacao ;207044;substituicao-bt retificacao-nome-end ;36;0;10,03;0;1
reclamacao retificacao-nome-end ;1326;substituicao-bt ;36;0,03;4,97;0;1,02
reclamacao substituicao-bt ;6174;retificacao-nome-end ;36;0,01;4,11;0;1
religacao-bt ;383478;afericao-bt vistoria-bt ;36;0;3,05;0;1
religacao-bt ;383478;corte-bt sugestoes ;36;0;11,55;0;1
religacao-bt afericao-bt ;6154;vistoria-bt ;36;0,01;2,05;0;1
religacao-bt sugestoes ;37;corte-bt ;36;0,97;9,3;0;16,56
religacao-bt vistoria-bt ;1300;afericao-bt ;36;0,03;4,78;0;1,02
retificacao-nome-end ;6637;negativacao substituicao-bt ;36;0,01;2,76;0;1
retificacao-nome-end ;6637;reclamacao substituicao-bt ;36;0,01;4,11;0;1
solicitacaoouvidoria ;13841;verif-instalacao-bt alterar-carga-bt ;36;0;17,62;0;1
solicitacaoouvidoria alterar-carga-bt ;202;verif-instalacao-bt ;36;0,18;13,53;0;1,19
substituicao-bt ;25541;negativacao retificacao-nome-end ;36;0;2,94;0;1
substituicao-bt ;25541;reclamacao retificacao-nome-end ;36;0;4,97;0;1
substituicao-bt retificacao-nome-end ;81;negativacao ;36;0,44;2,27;0;1,42
substituicao-bt retificacao-nome-end ;81;reclamacao ;36;0,44;10,03;0;1,68
sugestoes ;173;corte-bt religacao-bt ;36;0,21;3,15;0;1,17
verif-instalacao-bt ;61563;modifmanut-medic-bt vistoria-bt ;36;0;4,07;0;1
verif-instalacao-bt ;61563;solicitacaoouvidoria alterar-carga-bt ;36;0;13,53;0;1
verif-instalacao-bt alterar-carga-bt ;690;solicitacaoouvidoria ;36;0,05;17,62;0;1,05
verif-instalacao-bt modifmanut-medic-bt ;3192;vistoria-bt ;36;0,01;3,96;0;1,01
verif-instalacao-bt solicitacaoouvidoria ;1508;alterar-carga-bt ;36;0,02;8,21;0;1,02
verif-instalacao-bt vistoria-bt ;487;modifmanut-medic-bt ;36;0,07;6,99;0;1,07
vistoria-bt ;13317;religacao-bt afericao-bt ;36;0;2,05;0;1
vistoria-bt ;13317;verif-instalacao-bt modifmanut-medic-bt ;36;0;3,96;0;1
arrecad--tesouraria ;1118;corte-bt substituicao-bt ;35;0,03;33,68;0;1,03
corte-bt ;489093;substituicao-bt arrecad--tesouraria ;35;0;4,52;0;1
corte-bt ;489093;verif-instalacao-bt dados-do-atendimento ;35;0;2,93;0;1
corte-bt arrecad--tesouraria ;449;substituicao-bt ;35;0,08;14,26;0;1,08
corte-bt dados-do-atendimento ;769;verif-instalacao-bt ;35;0,05;3,46;0;1,03
corte-bt substituicao-bt ;4344;arrecad--tesouraria ;35;0,01;33,68;0;1,01
corte-bt verif-instalacao-bt ;11365;dados-do-atendimento ;35;0;7,24;0;1
dados-do-atendimento ;1989;corte-bt verif-instalacao-bt ;35;0,02;7,24;0;1,01
determ-judicial ;733;fiscalizacao-bt ;35;0,05;3,48;0;1,03
fiscalizacao-bt ;64097;determ-judicial ;35;0;3,48;0;1
substituicao-bt ;25541;corte-bt arrecad--tesouraria ;35;0;14,26;0;1
substituicao-bt arrecad--tesouraria ;74;corte-bt ;35;0,47;4,52;0;1,66
verif-instalacao-bt ;61563;corte-bt dados-do-atendimento ;35;0;3,46;0;1
verif-instalacao-bt dados-do-atendimento ;114;corte-bt ;35;0,31;2,93;0;1,28
acompanhamento-bt ;3497;reclamacao modifmanut-medic-bt ;34;0,01;4,26;0;1,01
dados-do-atendimento ;1989;religacao-bt verif-instalacao-bt ;34;0,02;8,75;0;1,01
dados-do-atendimento ;1989;ren toi ;34;0,02;2,3;0;1,01
dados-do-atendimento ;1989;toi ;34;0,02;2,3;0;1,01
ligacao-nova-bt ;874;negativacao reclamacao ;34;0,04;2,22;0;1,02
modifmanut-medic-bt ;49414;reclamacao acompanhamento-bt ;34;0;5,02;0;1
modifmanut-medic-bt acompanhamento-bt ;127;reclamacao ;34;0,27;6,04;0;1,29
negativacao ;913226;reclamacao ligacao-nova-bt ;34;0;1,69;0;1
negativacao ligacao-nova-bt ;261;reclamacao ;34;0,13;2,94;0;1,09
negativacao reclamacao ;82075;ligacao-nova-bt ;34;0;2,22;0;1
processo ;79963;religacao-bt veriftensao-fornec ;34;0;5,39;0;1
processo veriftensao-fornec ;146;religacao-bt ;34;0,23;2,84;0;1,19
reclamacao ;207044;modifmanut-medic-bt acompanhamento-bt ;34;0;6,04;0;1
reclamacao ;207044;negativacao ligacao-nova-bt ;34;0;2,94;0;1
reclamacao acompanhamento-bt ;641;modifmanut-medic-bt ;34;0,05;5,02;0;1,04
reclamacao ligacao-nova-bt ;103;negativacao ;34;0,33;1,69;0;1,18
reclamacao modifmanut-medic-bt ;10674;acompanhamento-bt ;34;0;4,26;0;1
religacao-bt ;383478;processo veriftensao-fornec ;34;0;2,84;0;1
religacao-bt ;383478;substituicao-bt vistoria-bt ;34;0;2,28;0;1
religacao-bt ;383478;verif-instalacao-bt dados-do-atendimento ;34;0;3,64;0;1
religacao-bt dados-do-atendimento ;786;verif-instalacao-bt ;34;0,04;3,28;0;1,03
religacao-bt processo ;16272;veriftensao-fornec ;34;0;2,79;0;1
religacao-bt substituicao-bt ;4622;vistoria-bt ;34;0,01;2,58;0;1
religacao-bt verif-instalacao-bt ;9126;dados-do-atendimento ;34;0;8,75;0;1
religacao-bt veriftensao-fornec ;369;processo ;34;0,09;5,39;0;1,08
religacao-bt vistoria-bt ;1300;substituicao-bt ;34;0,03;4,79;0;1,02
ren ;306902;toi dados-do-atendimento ;34;0;15,23;0;1
ren dados-do-atendimento ;160;toi ;34;0,21;28,56;0;1,25
ren toi ;34778;dados-do-atendimento ;34;0;2,3;0;1
substituicao-bt ;25541;religacao-bt vistoria-bt ;34;0;4,79;0;1
substituicao-bt vistoria-bt ;182;religacao-bt ;34;0,19;2,28;0;1,12
toi ;34778;dados-do-atendimento ;34;0;2,3;0;1
toi ;34778;ren dados-do-atendimento ;34;0;28,56;0;1
toi dados-do-atendimento ;34;ren ;34;1;15,23;0;31,77
verif-instalacao-bt ;61563;religacao-bt dados-do-atendimento ;34;0;3,28;0;1
verif-instalacao-bt dados-do-atendimento ;114;religacao-bt ;34;0,3;3,64;0;1,29
veriftensao-fornec ;3497;religacao-bt processo ;34;0,01;2,79;0;1,01
vistoria-bt ;13317;religacao-bt substituicao-bt ;34;0;2,58;0;1
acompanhamento-bt ;3497;religacao-bt vistoria-bt ;33;0,01;33,93;0;1,01
acompanhamento-bt ;3497;ren fiscalizacao-bt ;33;0,01;3,46;0;1,01
afericao-bt ;27085;corte-bt retificacao-nome-end ;33;0;6,64;0;1
afericao-bt ;27085;corte-bt vistoria-bt ;33;0;6,19;0;1
afericao-bt retificacao-nome-end ;121;corte-bt ;33;0,27;2,61;0;1,22
afericao-bt vistoria-bt ;144;corte-bt ;33;0,23;2,19;0;1,15
corte-bt ;489093;afericao-bt retificacao-nome-end ;33;0;2,61;0;1
corte-bt ;489093;afericao-bt vistoria-bt ;33;0;2,19;0;1
corte-bt afericao-bt ;6642;retificacao-nome-end ;33;0;3,5;0;1
corte-bt afericao-bt ;6642;vistoria-bt ;33;0;1,74;0;1
corte-bt retificacao-nome-end ;858;afericao-bt ;33;0,04;6,64;0;1,03
corte-bt vistoria-bt ;920;afericao-bt ;33;0,04;6,19;0;1,03
fiscalizacao-bt ;64097;processo vistoria-bt ;33;0;8,72;0;1
fiscalizacao-bt ;64097;ren acompanhamento-bt ;33;0;12,53;0;1
fiscalizacao-bt ;64097;substituicao-bt solicitacaoouvidoria ;33;0;4,52;0;1
fiscalizacao-bt acompanhamento-bt ;402;ren ;33;0,08;1,25;0;1,02
fiscalizacao-bt solicitacaoouvidoria ;555;substituicao-bt ;33;0,06;10,88;0;1,06
fiscalizacao-bt substituicao-bt ;668;solicitacaoouvidoria ;33;0,05;16,68;0;1,05
fiscalizacao-bt vistoria-bt ;1430;processo ;33;0,02;1,35;0;1,01
processo ;79963;fiscalizacao-bt vistoria-bt ;33;0;1,35;0;1
processo fiscalizacao-bt ;2926;vistoria-bt ;33;0,01;3,96;0;1,01
processo vistoria-bt ;276;fiscalizacao-bt ;33;0,12;8,72;0;1,12
religacao-bt ;383478;vistoria-bt acompanhamento-bt ;33;0;1,28;0;1
religacao-bt acompanhamento-bt ;309;vistoria-bt ;33;0,11;37,48;0;1,11
religacao-bt vistoria-bt ;1300;acompanhamento-bt ;33;0,03;33,93;0;1,02
ren ;306902;fiscalizacao-bt acompanhamento-bt ;33;0;1,25;0;1
ren acompanhamento-bt ;192;fiscalizacao-bt ;33;0,17;12,53;0;1,18
ren fiscalizacao-bt ;12739;acompanhamento-bt ;33;0;3,46;0;1
retificacao-nome-end ;6637;corte-bt afericao-bt ;33;0;3,5;0;1
solicitacaoouvidoria ;13841;fiscalizacao-bt substituicao-bt ;33;0;16,68;0;1
substituicao-bt ;25541;fiscalizacao-bt solicitacaoouvidoria ;33;0;10,88;0;1
substituicao-bt solicitacaoouvidoria ;532;fiscalizacao-bt ;33;0,06;4,52;0;1,05
vistoria-bt ;13317;corte-bt afericao-bt ;33;0;1,74;0;1
vistoria-bt ;13317;processo fiscalizacao-bt ;33;0;3,96;0;1
vistoria-bt ;13317;religacao-bt acompanhamento-bt ;33;0;37,48;0;1
vistoria-bt acompanhamento-bt ;314;religacao-bt ;33;0,11;1,28;0;1,02
acompanhamento-bt ;3497;negativacao modifmanut-medic-bt ;32;0,01;2,72;0;1,01
afericao-bt ;27085;verif-instalacao-bt alterar-carga-bt ;32;0;8;0;1
afericao-bt ;27085;verif-instalacao-bt toi ;32;0;5,16;0;1
afericao-bt alterar-carga-bt ;145;verif-instalacao-bt ;32;0,22;16,76;0;1,26
alterar-carga-bt ;13586;modifmanut-medic-bt substituicao-bt ;32;0;2,58;0;1
alterar-carga-bt ;13586;verif-instalacao-bt afericao-bt ;32;0;4,55;0;1
dados-do-atendimento ;1989;negativacao substituicao-bt ;32;0,02;8,2;0;1,01
determ-judicial ;733;negativacao ren ;32;0,04;2,56;0;1,03
modifmanut-medic-bt ;49414;negativacao acompanhamento-bt ;32;0;3,62;0;1
modifmanut-medic-bt ;49414;substituicao-bt alterar-carga-bt ;32;0;12,56;0;1
modifmanut-medic-bt acompanhamento-bt ;127;negativacao ;32;0,25;1,29;0;1,06
modifmanut-medic-bt alterar-carga-bt ;690;substituicao-bt ;32;0,05;8,49;0;1,04
modifmanut-medic-bt substituicao-bt ;4263;alterar-carga-bt ;32;0,01;2,58;0;1
negativacao ;913226;modifmanut-medic-bt acompanhamento-bt ;32;0;1,29;0;1
negativacao ;913226;ren determ-judicial ;32;0;1,41;0;1
negativacao ;913226;substituicao-bt dados-do-atendimento ;32;0;2,24;0;1
negativacao acompanhamento-bt ;837;modifmanut-medic-bt ;32;0,04;3,62;0;1,03
negativacao dados-do-atendimento ;888;substituicao-bt ;32;0,04;6,59;0;1,03
negativacao determ-judicial ;268;ren ;32;0,12;1,82;0;1,06
negativacao modifmanut-medic-bt ;15703;acompanhamento-bt ;32;0;2,72;0;1
negativacao ren ;79738;determ-judicial ;32;0;2,56;0;1
negativacao substituicao-bt ;9169;dados-do-atendimento ;32;0;8,2;0;1
reclamacao ;207044;religacao-bt retirada-bt ;32;0;5,09;0;1
reclamacao retirada-bt ;96;religacao-bt ;32;0,33;4,06;0;1,36
religacao-bt ;383478;reclamacao retirada-bt ;32;0;4,06;0;1
religacao-bt ;383478;solicitacaoouvidoria vistoria-bt ;32;0;2,25;0;1
religacao-bt reclamacao ;57459;retirada-bt ;32;0;1,31;0;1
religacao-bt retirada-bt ;142;reclamacao ;32;0,23;5,09;0;1,22
religacao-bt solicitacaoouvidoria ;3697;vistoria-bt ;32;0,01;3,04;0;1,01
religacao-bt vistoria-bt ;1300;solicitacaoouvidoria ;32;0,02;8,31;0;1,02
ren ;306902;negativacao determ-judicial ;32;0;1,82;0;1
ren determ-judicial ;116;negativacao ;32;0,28;1,41;0;1,1
retirada-bt ;1983;religacao-bt reclamacao ;32;0,02;1,31;0;1
solicitacaoouvidoria ;13841;religacao-bt vistoria-bt ;32;0;8,31;0;1
solicitacaoouvidoria vistoria-bt ;173;religacao-bt ;32;0,18;2,25;0;1,12
substituicao-bt ;25541;modifmanut-medic-bt alterar-carga-bt ;32;0;8,49;0;1
substituicao-bt ;25541;negativacao dados-do-atendimento ;32;0;6,59;0;1
substituicao-bt alterar-carga-bt ;241;modifmanut-medic-bt ;32;0,13;12,56;0;1,14
substituicao-bt dados-do-atendimento ;73;negativacao ;32;0,44;2,24;0;1,4
toi ;34778;verif-instalacao-bt afericao-bt ;32;0;1,78;0;1
toi afericao-bt ;288;verif-instalacao-bt ;32;0,11;8,44;0;1,11
verif-instalacao-bt ;61563;afericao-bt alterar-carga-bt ;32;0;16,76;0;1
verif-instalacao-bt ;61563;toi afericao-bt ;32;0;8,44;0;1
verif-instalacao-bt afericao-bt ;2419;alterar-carga-bt ;32;0,01;4,55;0;1,01
verif-instalacao-bt afericao-bt ;2419;toi ;32;0,01;1,78;0;1,01
verif-instalacao-bt alterar-carga-bt ;690;afericao-bt ;32;0,05;8;0;1,04
verif-instalacao-bt toi ;1070;afericao-bt ;32;0,03;5,16;0;1,02
vistoria-bt ;13317;religacao-bt solicitacaoouvidoria ;32;0;3,04;0;1
afericao-bt ;27085;corte-bt alterar-carga-bt ;31;0;5,23;0;1
afericao-bt ;27085;religacao-bt alterar-carga-bt ;31;0;3,86;0;1
afericao-bt alterar-carga-bt ;145;corte-bt ;31;0,21;2,04;0;1,13
afericao-bt alterar-carga-bt ;145;religacao-bt ;31;0,21;2,61;0;1,16
alterar-carga-bt ;13586;corte-bt afericao-bt ;31;0;1,61;0;1
alterar-carga-bt ;13586;corte-bt solicitacaoouvidoria ;31;0;2,79;0;1
alterar-carga-bt ;13586;religacao-bt afericao-bt ;31;0;1,73;0;1
arrecad--tesouraria ;1118;ren processo ;31;0,03;11,55;0;1,03
corte-bt ;489093;afericao-bt alterar-carga-bt ;31;0;2,04;0;1
corte-bt ;489093;fiscalizacao-bt determ-judicial ;31;0;8,46;0;1
corte-bt ;489093;modifmanut-medic-bt retificacao-nome-end ;31;0;1,5;0;1
corte-bt ;489093;solicitacaoouvidoria alterar-carga-bt ;31;0;1,47;0;1
corte-bt afericao-bt ;6642;alterar-carga-bt ;31;0;1,61;0;1
